chapter_code,group_name,source,sheet,category,path
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2GERAN
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2UTRAEcN0
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2UTRARSCP
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Enable
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Hysteresis
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.MaxReportCells
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.MeasurePurpose
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportAmount
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportInterval
SJ,移动性参数管理,LTE,SJ,B2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.TimeToTrigger
SJ,移动性参数管理,LTE,SJ,切换公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.MeasQuantityGERAN
SJ,移动性参数管理,LTE,SJ,切换公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.MeasQuantityUTRAFDD
SJ,移动性参数管理,LTE,SJ,切换公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.QoffsetGERAN
SJ,移动性参数管理,LTE,SJ,切换公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.QoffsetUTRA
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.IntraFreqReselection
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.NCellChangeHigh
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.NCellChangeMedium
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.QHystSFHigh
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.QHystSFMedium
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.Qhyst
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.TEvaluation
SJ,移动性参数管理,LTE,SJ,重选公共参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.THystNormal
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.BCCHARFCN
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.CellReselectionPriority
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.PMaxGERAN
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.QRxLevMin
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.ThreshXHigh
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.ThreshXLow
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.TReselectionGERAN
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.TReselectionUTRA
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.CellReselectionPriority
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.PMaxUTRA
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.QRxLevMin
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.ThreshXHigh
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.ThreshXLow
SJ,移动性参数管理,LTE,SJ,异系统重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.UTRACarrierARFCN
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.CellReselectionPriority
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.EUTRACarrierARFCN
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.PMax
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QOffsetFreq
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QRxLevMinSIB5
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRA
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRASFHigh
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRASFMedium
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXHigh
SJ,移动性参数管理,LTE,SJ,异频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLow
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.AllowedMeasBandwidth
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.CellReselectionPriority
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.PMax
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinOffsetR9
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinR9Reselection
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinR9Selection
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinOffset
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB1
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB3
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearch
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearchPR9
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearchQR9
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearch
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchPR9
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchQR9
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRA
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRASFHigh
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRASFMedium
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.ThreshServingLow
SJ,移动性参数管理,LTE,SJ,同频重选参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.ThreshServingLowQR9
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ANREnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ANRGERANEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ANRInterFeqEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ANRUTRANEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ARFCNEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.CandidateARFCNList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.CandidatePCIList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.GERANSnifferChannelList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.GERANSnifferEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.LTESnifferChannelList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.LTESnifferFreqBandList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.MROEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.MaxGRANNeighbourCellNum
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.MaxLTENeighbourCellNum
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.MaxUTRANNeighbourCellNum
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.PCIOptEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.PCIReconfigWaitTime
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.PowerEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.ReSynCellEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.SHEnable
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.SONSysMode
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.SONWorkMode
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.SyncMode
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.UTRANSnifferChannelList
SK,SON参数管理,LTE,SK,SON参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.SelfConfig.SONConfigParam.UTRANSnifferEnable
SK,SON参数管理,LTE,SK,自动开站结果,Device.Services.FAPService.{i}.FAPControl.SelfConfig.Startup.FailureCause
SK,SON参数管理,LTE,SK,自动开站阶段,Device.Services.FAPService.{i}.FAPControl.SelfConfig.Startup.Stage
SK,SON参数管理,LTE,SK,自动开站结果,Device.Services.FAPService.{i}.FAPControl.SelfConfig.Startup.Status
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.DuplexMode
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.Enable
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv4Address.{i}.AddressingType
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv4Address.{i}.DefaultGateway
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv4Address.{i}.IPAddress
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv4Address.{i}.PortType
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv4Address.{i}.SubnetMask
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv6Address.{i}.DefaultGateway
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv6Address.{i}.IPAddress
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv6Address.{i}.Origin
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv6Address.{i}.PortType
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.IPv6Address.{i}.PrefixLength
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.MACAddress
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.MaxBitRate
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.Name
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.PortLocation
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.SignTransMedia
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.Status
SL,WAN口配置参数管理,LTE,SL,WAN口配置参数管理,Device.Ethernet.Interface.{i}.UserLabel
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.AddressingType
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.DefaultGateway
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.IPAddress
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.PortType
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.SubnetMask
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.DefaultGateway
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.IPAddress
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.Origin
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PortType
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PrefixLength
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.Id
SL,WAN口配置参数管理,LTE,SL,vlan子接口配置参数管理,Device.Ethernet.Interface.{i}.VlanInterface.{i}.Name
SL,WAN口配置参数管理,LTE,SL,本地路由配置参数管理,Device.Ethernet.IpRoute.{i}.DstIpNetwork
SL,WAN口配置参数管理,LTE,SL,本地路由配置参数管理,Device.Ethernet.IpRoute.{i}.GatewayIpAddress
SL,WAN口配置参数管理,LTE,SL,本地路由配置参数管理,Device.Ethernet.IpRoute.{i}.InterfaceName
SL,WAN口配置参数管理,LTE,SL,本地路由配置参数管理,Device.Ethernet.IpRoute.{i}.IpVer
SL,WAN口配置参数管理,LTE,SL,本地路由配置参数管理,Device.Ethernet.IpRoute.{i}.PrefixLength
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.AHSupported
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.ESPSupportedEncryptionAlgorithms
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.Enable
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.IKEv2SupportedEncryptionAlgorithms
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.IKEv2SupportedPseudoRandomFunctions
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.MyKeyMode
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.Status
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.SupportedDiffieHellmanGroupTransforms
SM,IPsec参数管理,LTE,SM,IPsec参数管理,Device.IPsec.SupportedIntegrityAlgorithms
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.CurrentLocalTime
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.Enable
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.LocalTimeZone
SN,时间服务器参数管理,NR,SP,时间服务器参数管理,Device.Time.LocalTimeZoneName
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.NTPServer1
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.NTPServer2
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.NTPServer3
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.NTPServer4
SN,时间服务器参数管理,LTE,SN,时间服务器参数管理,Device.Time.NTPServer5
SO,GPS信息参数管理,LTE,SO,GPS 经纬度信息,Device.FAP.GPS.LockedLatitude
SO,GPS信息参数管理,LTE,SO,GPS 经纬度信息,Device.FAP.GPS.LockedLongitude
SO,GPS信息参数管理,LTE,SO,GPS 经纬度信息,Device.FAP.GPS.NumberOfSatellites
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MRECGIList
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MeasureItems
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MeasureType
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MrEnable
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MrPassword
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MrUrl
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.MrUsername
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.OmcName
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.PrbNum
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.SampleBeginTime
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.SampleEndTime
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.SamplePeriod
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.SubFrameNum
SP,MR参数管理,LTE,SP,MR参数管理,Device.FAP.MRMgmt.Config.{i}.UploadPeriod
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.Alias
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.Enable
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.Password
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.PeriodicUploadInterval
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.PeriodicUploadTime
SQ,性能参数管理,LTE,SQ,性能补采参数管理,Device.FAP.PerfMgmt.Config.{i}.ReplenishEnable
SQ,性能参数管理,LTE,SQ,性能补采参数管理,Device.FAP.PerfMgmt.Config.{i}.ReplenishEndTime
SQ,性能参数管理,LTE,SQ,性能补采参数管理,Device.FAP.PerfMgmt.Config.{i}.ReplenishStartTime
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.URL
SQ,性能参数管理,LTE,SQ,性能参数管理,Device.FAP.PerfMgmt.Config.{i}.Username
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.AdditionalHardwareVersion
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.AdditionalSoftwareVersion
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ClockSource
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DateOfLastService
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DateOfManufacture
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DnPrefix
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.FirstUseDate
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.HardwarePlatform
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.HardwareVersion
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Manufacturer
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ManufacturerData
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ManufacturerOUI
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ModelName
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ProductClass
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ProvisioningCode
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Reboot
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SerialNumber
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SwUpgrade.FailureCause
SR,扩展型一体化皮基站参数,LTE,SR,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SwUpgrade.Status
