chapter_code,group_name,source,sheet,category,path,param_name,zh,access,type
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.A2ThresholdRSRP,A2ThresholdRSRP,A2事件RSRP门限,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.A2ThresholdRSRQ,A2ThresholdRSRQ,A2事件RSRQ门限,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.A2ThresholdRSRP,A2ThresholdRSRP,A2事件RSRP门限,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.A2ThresholdRSRQ,A2ThresholdRSRQ,A2事件RSRQ门限,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.A2ThresholdRSRP,A2ThresholdRSRP,A2事件RSRP门限,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.A2ThresholdRSRQ,A2ThresholdRSRQ,A2事件RSRQ门限,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.A2ThresholdRSRP,A2ThresholdRSRP,A2事件RSRP门限,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.A2ThresholdRSRQ,A2ThresholdRSRQ,A2事件RSRQ门限,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.5.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.A3Offset,A3Offset,A3事件门限,RW,int[-30:30]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.ReportOnLeave,ReportOnLeave,A3事件离开上报指示,RW,boolean
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.1.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.A3Offset,A3Offset,A3事件门限,RW,int[-30:30]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportOnLeave,ReportOnLeave,A3事件离开上报指示,RW,boolean
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A3事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.A4ThresholdRSRP,A4ThresholdRSRP,A4事件RSRP门限,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.A4ThresholdRSRQ,A4ThresholdRSRQ,A4事件RSRQ门限,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.A5Threshold1RSRP,A5Threshold1RSRP,A5事件RSRP门限1,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.A5Threshold1RSRQ,A5Threshold1RSRQ,A5事件RSRQ门限1,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.A5Threshold2RSRP,A5Threshold2RSRP,A5事件RSRP门限2,RW,unsignedInt[0:97]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.A5Threshold2RSRQ,A5Threshold2RSRQ,A5事件RSRQ门限2,RW,unsignedInt[0:34]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.ReportQuantity,ReportQuantity,上报量,RW,string
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.TimeToTrigger,TimeToTrigger,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]"
SJ,移动性参数管理,LTE,SJ,A5事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.1.TriggerQuantity,TriggerQuantity,触发量,RW,string
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.B1ThresholdCDMA2000,B1ThresholdCDMA2000,B1事件门限(CDMA2000),RW,int[-5:91]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.B1ThresholdGERAN,B1ThresholdGERAN,B1事件门限(GERAN),RW,unsignedInt[0:63]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.B1ThresholdUTRAEcN0,B1ThresholdUTRAEcN0,B1事件EcN0门限(UTRA),RW,unsignedInt[0:49]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.B1ThresholdUTRARSCP,B1ThresholdUTRARSCP,B1事件RSCP门限(UTRA),RW,int[-5:91]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.Enable,Enable,使能开关,RW,boolean
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.Hysteresis,Hysteresis,迟滞值,RW,unsignedInt[0:30]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.MaxReportCells,MaxReportCells,最大上报小区数,RW,unsignedInt[1:8]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.MeasurePurpose,MeasurePurpose,测量目的,R,unsignedInt[1:100]
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.ReportAmount,ReportAmount,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]"
SJ,移动性参数管理,LTE,SJ,B1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.1.ReportInterval,ReportInterval,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]"
