attr.name,attr.storageclass,attr.max,attr.maxvalue,attr.min,attr.minvalue,attr.schema,attr.bkqdefault,attr.accessclass,attr.default,attr.qadefault,attr.maxinstances,attr.actionclass,attr.o6default,attr.type,attr.validator,attr.mmwdefault,attr.descrip,attr.obj_id,attr.version_id,attr.ext_info,attr.ext_mark,trpath.name,trpath.access,trpath.datatype,trpath.minval,trpath.maxval,trpath.maxinstances,trpath.notify,trpath.forcedinform,trpath.defaultvalue,trpath.mibgroup,trpath.mibdn,trpath.mibattrid,trpath.defaultsupport,trpath.ctsupport,trpath.version_id,trpath.ext_info,obj.name,obj.parent,obj.mininstances,obj.maxinstances,obj.version_id
LTE_X_RADISYS_REM_SCANNED_QOFFSET,VOLATILE,24,,-24,,,,READ_ONLY,,,,,,S32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_QOffset,READ_ONLY,INT,8,24,,NO_NOTIFICATION,false,,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_QOFFSET,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_CIO,VOLATILE,24,,-24,,,,READ_ONLY,,,,,,S32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_CIO,READ_ONLY,U_INT,0,837,,NO_NOTIFICATION,false,22,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_CIO,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_BLACKLISTED,VOLATILE,1,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_Blacklisted,READ_ONLY,BOOLEAN,,,,NO_NOTIFICATION,false,FALSE,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_BLACKLISTED,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_CSG_ACCESS_MODE,VOLATILE,256,,0,,,,READ_ONLY,,,,,,STRING,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_CSG_ACCESS_MODE,READ_ONLY,STRING,11,13,,NO_NOTIFICATION,false,,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_CSG_ACCESS_MODE,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_NUM_ANTENNA,VOLATILE,4,,1,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_NUM_ANTENNA,READ_ONLY,U_INT,1,4,,NO_NOTIFICATION,false,2,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_NUM_ANTENNA,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_ULDL_SUB_FRAME_CFG,VOLATILE,6,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_ULDL_SUB_FRM_CFG,READ_WRITE,U_INT,0,6,,NO_NOTIFICATION,false,2,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_ULDL_SUB_FRAME_CFG,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_SPL_SF_CFG,VOLATILE,8,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_SPL_SF_CFG,READ_WRITE,U_INT,0,8,,NO_NOTIFICATION,false,7,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_SPL_SF_CFG,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_CP_DL,VOLATILE,1,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_CP_DL,READ_WRITE,U_INT,0,1,,NO_NOTIFICATION,false,0,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_CP_DL,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_CP_UL,VOLATILE,1,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_COM_CP_UL,READ_WRITE,U_INT,0,1,,NO_NOTIFICATION,false,0,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_CP_UL,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
LTE_X_RADISYS_REM_SCANNED_UL_EARFCN,VOLATILE,65535,,0,,,,READ_ONLY,,,,,,U32,,,,,,{},,Device.Services.FAPService.{i}.REM.LTE.Cell.{i}.X_RADISYS_EUTRAULEarfcn,READ_WRITE,U_INT,0,65535,,NO_NOTIFICATION,false,21108,GROUP_ID_INVALID,FAP.0.LTE_REM_SCANNED_CELL.{15},PARAM_ID_LTE_X_RADISYS_REM_SCANNED_UL_EARFCN,,,44,"{'BSCSupport': 'true', 'BTSSupport': 'true', 'changeApplies': 'OnReboot', 'isList': 'false'}",LTE_REM_SCANNED_CELL,FAP,0,16,49
