model_code,source_file,source_sheet,source_row,entry_type,category,path,path_root,leaf_name,is_multi_instance,param_name,name_zh,importance,northbound_index,northbound_mapping,access,data_type,value_range,default_value,description,source,remark,revision_note,revision_time
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,132,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.MeasurePurpose,InternetGatewayDevice,MeasurePurpose,Y,MeasurePurpose,测量目的,A,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(2=异频测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,133,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportAmount,InternetGatewayDevice,ReportAmount,Y,ReportAmount,上报次数,A,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,135,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportInterval,InternetGatewayDevice,ReportInterval,Y,ReportInterval,上报间隔,A,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,为了满足触发RAT测量报告触发条件持续的时间,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,134,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportOnLeave,InternetGatewayDevice,ReportOnLeave,Y,ReportOnLeave,A3事件离开上报指示,A,,,RW,boolean,,,"某小区的离开状态满足时,UE是否触发测量上报过程；
0:代表不满足条件的小区离开测量列表时不进行上报；
1:代表都会触发测量结果的填写以及上报消息的发送",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,136,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.ReportQuantity,InternetGatewayDevice,ReportQuantity,Y,ReportQuantity,上报量,A,,A3ReportQuantityInterFCov,RW,string,,,"测量报告中的上报量{sameAsTriggerQuantity, both}",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,137,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.TimeToTrigger,InternetGatewayDevice,TimeToTrigger,Y,TimeToTrigger,触发时间,A,,A3TimeToTriggerInterFCov,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,为了满足触发RAT测量报告触发条件持续的时间，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,138,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.2.TriggerQuantity,InternetGatewayDevice,TriggerQuantity,Y,TriggerQuantity,触发量,A,,A3TriggerQuantityInterFCov,RW,string,,,"用来评估触发条件的事件触发量{RSRP, RSRQ}",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,140,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.A3Offset,InternetGatewayDevice,A3Offset,Y,A3Offset,A3事件门限,CA,,,RW,int[-30:30],,,"用于EUTRA测量中,A3事件触发条件的相对门限值",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,139,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.Enable,InternetGatewayDevice,Enable,Y,Enable,使能开关,CA,,,RW,boolean,,,是否启用该表项,,,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,141,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.Hysteresis,InternetGatewayDevice,Hysteresis,Y,Hysteresis,迟滞值,CA,,,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,142,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.MaxReportCells,InternetGatewayDevice,MaxReportCells,Y,MaxReportCells,最大上报小区数,CA,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,143,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.MeasurePurpose,InternetGatewayDevice,MeasurePurpose,Y,MeasurePurpose,测量目的,CA,,,R,unsignedInt[1:100],,,用于表明当前配置事件的使用目的，厂家自定义测量事件从10开始定义,,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,144,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportAmount,InternetGatewayDevice,ReportAmount,Y,ReportAmount,上报次数,CA,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,146,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportInterval,InternetGatewayDevice,ReportInterval,Y,ReportInterval,上报间隔,CA,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,为了满足触发RAT测量报告触发条件持续的时间,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,145,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportOnLeave,InternetGatewayDevice,ReportOnLeave,Y,ReportOnLeave,A3事件离开上报指示,CA,,,RW,boolean,,,"某小区的离开状态满足时,UE是否触发测量上报过程；
0:代表不满足条件的小区离开测量列表时不进行上报；
1:代表都会触发测量结果的填写以及上报消息的发送",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,147,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportQuantity,InternetGatewayDevice,ReportQuantity,Y,ReportQuantity,上报量,CA,,,RW,string,,,测量报告中的上报量,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,148,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.TimeToTrigger,InternetGatewayDevice,TimeToTrigger,Y,TimeToTrigger,触发时间,CA,,,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,为了满足触发RAT测量报告触发条件持续的时间，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,149,parameter,A3事件测量控制参数,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.TriggerQuantity,InternetGatewayDevice,TriggerQuantity,Y,TriggerQuantity,触发量,CA,,,RW,string,,,"用来评估触发条件测量报告的数量（RSRP, RSRQ）",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,151,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.A4ThresholdRSRP,Device,A4ThresholdRSRP,Y,A4ThresholdRSRP,A4事件RSRP门限,A,,A4ThresholdInterFCov,RW,unsignedInt[0:97],,,"用于EUTRA测量中,触发量为RSRP时,A4事件触发条件的绝对门",NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,152,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.A4ThresholdRSRQ,Device,A4ThresholdRSRQ,Y,A4ThresholdRSRQ,A4事件RSRQ门限,A,,A4ThresholdInterFCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A4事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,150,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.Enable,Device,Enable,Y,Enable,使能开关,A,,,RW,boolean,,,是否启用该表项,,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A4测量事件有其它用途，则从A4MeasureCtrl.11.开始定义,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,153,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,A,,A4HysteresisInterFCov,RW,unsignedInt[0:34],,,进入和离开上报触发事件条件的滞后值；,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,154,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,A,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,155,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,A,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,156,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,A,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,157,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,A,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,158,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,A,,A4ReportQuantityInterFCov,RW,string,,,"测量报告中的上报量{sameAsTriggerQuantity, both}",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,159,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,A,,A4TimeToTriggerInterFCov,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,为了满足触发RAT测量报告触发条件持续的时间，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,160,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.1.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,A,,A4TriggerQuantityInterFCov,RW,string,,,"用来评估触发条件测量报告的数量{RSRP, RSRQ}",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,151,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.A4ThresholdRSRP,Device,A4ThresholdRSRP,Y,A4ThresholdRSRP,A4事件RSRP门限,A,,A4ThresholdInterFCov,RW,unsignedInt[0:97],,,"用于EUTRA测量中,触发量为RSRP时,A4事件触发条件的绝对门",NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,152,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.A4ThresholdRSRQ,Device,A4ThresholdRSRQ,Y,A4ThresholdRSRQ,A4事件RSRQ门限,A,,A4ThresholdInterFCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A4事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,150,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.Enable,Device,Enable,Y,Enable,使能开关,A,,,RW,boolean,,,是否启用该表项,,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A4测量事件有其它用途，则从A4MeasureCtrl.11.开始定义,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,153,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,A,,A4HysteresisInterFCov,RW,unsignedInt[0:34],,,进入和离开上报触发事件条件的滞后值；,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,154,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,A,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,155,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,A,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,156,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,A,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,157,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,A,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,158,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,A,,A4ReportQuantityInterFCov,RW,string,,,"测量报告中的上报量{sameAsTriggerQuantity, both}",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,159,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,A,,A4TimeToTriggerInterFCov,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,为了满足触发RAT测量报告触发条件持续的时间，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,160,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,A,,A4TriggerQuantityInterFCov,RW,string,,,"用来评估触发条件测量报告的数量{RSRP, RSRQ}",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,161,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.A4ThresholdRSRP,Device,A4ThresholdRSRP,Y,A4ThresholdRSRP,A4事件RSRP门限,A,AK,rsrpThreshold,RW,unsignedInt[0:127],,,"用于NR测量中,触发量为RSRP时,A4事件触发条件的绝对门",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,162,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.A4ThresholdRSRQ,Device,A4ThresholdRSRQ,Y,A4ThresholdRSRQ,A4事件RSRQ门限,A,AK,rsrqThreshold,RW,unsignedInt[0:127],,,"用于NR测量中,触发量为RSRQ时,A4事件触发条件的绝对门限",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,163,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.A4ThresholdSINR,Device,A4ThresholdSINR,Y,A4ThresholdSINR,A4事件SINR门限,A,AK,sinrThreshold,RW,unsignedInt[0:127],,,"用于NR测量中,触发量为SINR时,A4事件触发条件的绝对门限",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,159,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.Enable,Device,Enable,Y,Enable,使能开关,A,,,RW,boolean,,,是否启用该表项（0：不启用，1：启用）,3GPP TS38.331,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A4测量事件有其它用途，则从A4MeasureCtrl.11.开始定义,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,167,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,A,,,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值；,3GPP TS38.331,,,20221128-修改
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,176,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.IncludeBeamMeasurements,Device,IncludeBeamMeasurements,Y,IncludeBeamMeasurements,波束赋形测量指示,B,AK,includeBeamMeasurements,RW,boolean,,,指示是否使用波束赋形功能（0：不启用，1：启用）,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,165,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.MaxNrofRSIndexToReport,Device,MaxNrofRSIndexToReport,Y,MaxNrofRSIndexToReport,RS测量上报资源最大个数,A,AK,maxNrofRSIndexToReport,RW,"unsignedInt[1:32,0x0000FFFF]",,,"该参数用于指示RS测量上报资源最大个数,1~32协议规定，0x0000FFFF表示不携带该值",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,168,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,A,AK,maxRptCellNum,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,169,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,A,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,170,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,A,AK,rptAmount,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,171,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,A,AK,rptInterval,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000]",,,连续测量报告之间的间隔,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,166,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.ReportOnLeave,Device,ReportOnLeave,Y,ReportOnLeave,A4事件离开上报指示,CA,,,RW,boolean,,,"某小区的离开状态满足时,UE是否触发测量上报过程；
0:代表不满足条件的小区离开测量列表时不进行上报；
1:代表都会触发测量结果的填写以及上报消息的发送",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,172,parameter,A4事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.1.ReportQuantityCell,Device,ReportQuantityCell,Y,ReportQuantityCell,上报量,A,AK,rptQuantityCell,RW,string,,,"测量报告中的上报量
{rsrp,rsrq,sinr}",3GPP TS38.331,,,
