model_code,source_file,source_sheet,source_row,entry_type,category,path,path_root,leaf_name,is_multi_instance,param_name,name_zh,importance,northbound_index,northbound_mapping,access,data_type,value_range,default_value,description,source,remark,revision_note,revision_time
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,32,object,多实例Object个数读写属性,InternetGatewayDevice.FAP.PerfMgmt.Config.{i}.,InternetGatewayDevice,{i},Y,,PM实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,27,object,多实例Object个数读写属性,InternetGatewayDevice.FaultMgmt.CurrentAlarm.{i}.,InternetGatewayDevice,{i},Y,,当前告警实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,29,object,多实例Object个数读写属性,InternetGatewayDevice.FaultMgmt.ExpeditedEvent.{i}.,InternetGatewayDevice,{i},Y,,实时告警实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,28,object,多实例Object个数读写属性,InternetGatewayDevice.FaultMgmt.HistoryEvent.{i}.,InternetGatewayDevice,{i},Y,,历史告警实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,30,object,多实例Object个数读写属性,InternetGatewayDevice.FaultMgmt.QueuedEvent.{i}.,InternetGatewayDevice,{i},Y,,队列告警实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,26,object,多实例Object个数读写属性,InternetGatewayDevice.FaultMgmt.SupportedAlarm.{i}.,InternetGatewayDevice,{i},Y,,支持告警实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,2,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.,InternetGatewayDevice,{i},Y,,FAPService实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,20,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.,InternetGatewayDevice,{i},Y,,PLMNID实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,18,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,InternetGatewayDevice,{i},Y,,MmePoolConfigParam实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,17,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.,InternetGatewayDevice,{i},Y,,DrxInitialParam实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,6,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,A1测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,7,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,A2测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,8,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,A3测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,9,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,A4测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,10,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,A5测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,11,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.B1MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,B1测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,V2.2 EUTRA改为IRAT,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,12,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.B2MeasureCtrl.{i}.,InternetGatewayDevice,{i},Y,,B2测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,V2.2 EUTRA改为IRAT,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,15,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.PeriodMeasCtrl.{i}.,InternetGatewayDevice,{i},Y,,周期性测量实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,14,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.,InternetGatewayDevice,{i},Y,,异系统重选实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,13,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.,InternetGatewayDevice,{i},Y,,异频重选实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,5,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,InternetGatewayDevice,{i},Y,,GSM邻区实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,4,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.UMTS.{i},InternetGatewayDevice,{i},Y,,UMTS邻区实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,3,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,InternetGatewayDevice,{i},Y,,LTE邻区实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,16,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.MBSFN.SFConfigList.{i}.,InternetGatewayDevice,{i},Y,,SFConfigList实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,21,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.S1U.{i}.,InternetGatewayDevice,{i},Y,,S1U实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,22,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.CellConfig.LTE.VoLTE.PdcpInitParam.{i}.,InternetGatewayDevice,{i},Y,,VOLTE 实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,多实例参数Object个数读写属性,19,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.FAPControl.X2IpAddrMapInfo.{i}.,InternetGatewayDevice,{i},Y,,X2实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,19,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.FAPService.{i}.FAPControl.X2IpAddrMapInfo.{i}.,InternetGatewayDevice,{i},Y,,X2实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,23,object,多实例Object个数读写属性,InternetGatewayDevice.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.,InternetGatewayDevice,{i},Y,,SCTP实例节点,,,,RW,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,24,object,多实例Object个数读写属性,InternetGatewayDevice.WANDevice.{i}.,InternetGatewayDevice,{i},Y,,WAN实例,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,25,object,多实例Object个数读写属性,InternetGatewayDevice.WANDevice.{i}.WANConnectionDevice.{i}.WANIPConnection.{i}.,InternetGatewayDevice,{i},Y,,WANIP实例节点,,,,R,,,,,TR系列规范(TR098/TR181/TR069/TR196)协议,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,85,parameter,多实例状态变化通知参数,Device.DeviceInfo.AddEndPoint,Device,AddEndPoint,N,AddEndPoint,多实例新增,A,,,,string(128),,,"多实例新增：
扩展型皮基站本地侧增加一个多实例时，需调用此模型通知网管具体增加的多实例节点， 保证两边的数据统一性。
例：远端(汇聚)单元接入时，扩展型皮基站需要用此型路径然后才用《南向接口技术规范》中valuechange事件上报网管。
AddEndPoint=Device.DeviceInfo.MU.1.Slot.1.EU.1.RU.3，同时当存在多个新增实例时使用"",""进行分割",,,,20240207-新增
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,86,parameter,多实例状态变化通知参数,Device.DeviceInfo.DelEndPoint,Device,DelEndPoint,N,DelEndPoint,多实例删除,A,,,,string(128),,,"多实例删除：
扩展型皮基站本地侧删除一个多实例时，需调用此模型通知网管具体删除的多实例节点， 保证两边的数据统一性。
例：当远端(汇聚)设备部署位置拆除时，扩展型皮基站需要用此模型路径然后才用《南向接口技术规范》中valuechange事件上报网管。
DelEndPoint=Device.DeviceInfo.MU.1.Slot.1.EU.1.RU.3，同时当存在多个新增实例时使用"",""进行分割",,,,20240207-新增
CMCC_LTE_V2.1,LTE V2.1.xlsx,SR,32,parameter,多实例状态变化通知参数,Device.DeviceInfo.DelEndPonit,Device,DelEndPonit,N,DelEndPonit,多实例删除,A,,,R,string(64),,,"多实例删除：
一体化皮基站/扩展型一体化皮基站本地侧删除一个多实例时，需调用此模型通知网管具体删除的多实例节点， 保证两边的数据统一性。
例：当远端(汇聚)设备部署位置拆除时，扩展型一体化皮基站需要用此模型路径然后才用《南向接口技术规范》中valuechange事件上报网管。
DelEndPoint=InternetGatewayDevice.DeviceInfo.EU.1.RU.3",,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SR,31,parameter,多实例状态变化通知参数,InternetGatewayDevice.DeviceInfo.AddEndPoint,InternetGatewayDevice,AddEndPoint,N,AddEndPoint,多实例新增,A,,,R,string(64),,,"多实例新增：
一体化皮基站/扩展型一体化皮基站本地侧增加一个多实例时，需调用此模型通知网管具体增加的多实例节点， 保证两边的数据统一性。
例：远端(汇聚)单元接入时，扩展型一体化皮基站需要用此型路径然后才用《南向接口技术规范》中valuechange事件上报网管。
AddEndPoint=InternetGatewayDevice.DeviceInfo.EU.1.RU.3",,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SR,32,parameter,多实例状态变化通知参数,InternetGatewayDevice.DeviceInfo.DelEndPonit,InternetGatewayDevice,DelEndPonit,N,DelEndPonit,多实例删除,A,,,R,string(64),,,"多实例删除：
一体化皮基站/扩展型一体化皮基站本地侧删除一个多实例时，需调用此模型通知网管具体删除的多实例节点， 保证两边的数据统一性。
例：当远端(汇聚)设备部署位置拆除时，扩展型一体化皮基站需要用此模型路径然后才用《南向接口技术规范》中valuechange事件上报网管。
DelEndPoint=InternetGatewayDevice.DeviceInfo.EU.1.RU.3",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,36,object,多载波数据模型备注,InternetGatewayDevice.Services.FAPService.{i},InternetGatewayDevice,{i},Y,,,,,,,,,,,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,多实例参数Object个数读写属性,36,object,多载波数据模型备注,InternetGatewayDevice.Services.FAPService.{i}；其中i=1代表载波1相关配置参数，i=2代表载波2相关配置参数，i=3代表载波3相关配置参数,InternetGatewayDevice,{i}；其中i=1代表载波1相关配置参数，i=2代表载波2相关配置参数，i=3代表载波3相关配置参数,Y,,,,,,,,,,,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,91,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.CipheringAlgorithm.Nea0Enable,Device,Nea0Enable,Y,Nea0Enable,加密算法Nea0Enable,B,AG,CipheringAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,92,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.CipheringAlgorithm.Nea1Enable,Device,Nea1Enable,Y,Nea1Enable,加密算法Nea1Enable,B,AG,CipheringAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,93,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.CipheringAlgorithm.Nea2Enable,Device,Nea2Enable,Y,Nea2Enable,加密算法Nea2Enable,B,AG,CipheringAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,94,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.CipheringAlgorithm.Nea3Enable,Device,Nea3Enable,Y,Nea3Enable,加密算法Nea3Enable,B,AG,CipheringAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,87,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.IntegrityProtAlgorithm.Nia0Enable,Device,Nia0Enable,Y,Nia0Enable,完整性保护算法nia0,B,AG,IntegrityProtAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,88,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.IntegrityProtAlgorithm.Nia1Enable,Device,Nia1Enable,Y,Nia1Enable,完整性保护算法nia1,B,AG,IntegrityProtAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,89,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.IntegrityProtAlgorithm.Nia2Enable,Device,Nia2Enable,Y,Nia2Enable,完整性保护算法nia2,B,AG,IntegrityProtAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,90,parameter,安全参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.IntegrityProtAlgorithm.Nia3Enable,Device,Nia3Enable,Y,Nia3Enable,完整性保护算法nia3,B,AG,IntegrityProtAlgorithm,RW,boolean,,,"{0:关闭,1:开启}",,"《5G NR无线网络扩展型皮基站设备功能测试规范—基本功能分册》
20231020-3GPP没定义，移动企标也没定义相关优先级参数,留作下次会议讨论项",,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,12,parameter,安全网关参数管理,Device.Services.FAPControl.LTE.Gateway.SecGWServer1,Device,SecGWServer1,N,SecGWServer1,安全网关1,A,AX、AY,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,13,parameter,安全网关参数管理,Device.Services.FAPControl.LTE.Gateway.SecGWServer2,Device,SecGWServer2,N,SecGWServer2,安全网关2,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,14,parameter,安全网关参数管理,Device.Services.FAPControl.LTE.Gateway.SecGWServer3,Device,SecGWServer3,N,SecGWServer3,安全网关3,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,12,parameter,安全网关参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer1,Device,SecGWServer1,Y,SecGWServer1,安全网关1,A,AX、AY,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,13,parameter,安全网关参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer2,Device,SecGWServer2,Y,SecGWServer2,安全网关2,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,14,parameter,安全网关参数管理,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer3,Device,SecGWServer3,Y,SecGWServer3,安全网关3,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,12,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPControl.LTE.Gateway.SecGWServer1,InternetGatewayDevice,SecGWServer1,N,SecGWServer1,安全网关1,A,AX、AY,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,13,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPControl.LTE.Gateway.SecGWServer2,InternetGatewayDevice,SecGWServer2,N,SecGWServer2,安全网关2,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SF,14,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPControl.LTE.Gateway.SecGWServer3,InternetGatewayDevice,SecGWServer3,N,SecGWServer3,安全网关3,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,12,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer1,InternetGatewayDevice,SecGWServer1,Y,SecGWServer1,安全网关1,A,AX、AY,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,13,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer2,InternetGatewayDevice,SecGWServer2,Y,SecGWServer2,安全网关2,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_LTE_V2.1,LTE V2.1.xlsx,SF,14,parameter,安全网关参数管理,InternetGatewayDevice.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer3,InternetGatewayDevice,SecGWServer3,Y,SecGWServer3,安全网关3,A,,FarEndIpAddrList,RW,string(64),,,,TR系列规范(TR098/TR181/TR196)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,101,parameter,寻呼参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PCCHConfig.DefaultPagingCycle,Device,DefaultPagingCycle,Y,DefaultPagingCycle,默认寻呼周期,A,BF,defaultPagingCycle,RW,string(64),,,"指示PCCH的默认寻呼周期。
取值Enumerate{:rf32, rf64, rf128}",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SJ,103,parameter,寻呼参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PCCHConfig.N,Device,N,Y,N,寻呼总帧数,A,BF,nAndPagingFrameOffset,RW,"unsignedInt[1,2,4,8,16]",,,"该参数用于表示寻呼周期内寻呼帧的个数。
nAndPagingFrameOffset
取值范围 structure {
n（寻呼周期内PF个数）:=enum{oneT, halfT,quarterT, oneEighthT,oneSixteenthT}，
    PagingFrameOffset(寻呼偏置)  :=INTERGER
}；   nAndPagingFrameOffset取值为oneT，则PagingFrameOffset 为NULL。
Used to derive the number of total paging frames in T (corresponding to parameter N in TS 38.304 [20]) and paging frame offset (corresponding to parameter PF_offset in TS 38.304 [20]). 详见3GPP 38.331 section 6.3.2",3GPP TS38.332,,,
