model_code,category,path,path_root,entry_type,name_zh,access,data_type,mml_action,match_method,standard_param_exists,already_in_mml,target_chapter_code,target_chapter_name,target_group_name,target_object_path,target_group_code,candidate_commands,source_file,source_sheet,source_row
CMCC_NR_V1.7,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.Blacklisted,Device,parameter,禁止切换标识,RW,boolean,create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,NR v1.7.xlsx,SL,13
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.CID,Device,parameter,邻区CID,RW,unsignedLong[1:68719476735],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,3
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.CIO,Device,parameter,小区独立偏移量,RW,"int[-24:-8, -6:6, 8:24]",create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,13
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NRCarrierARFCN,Device,parameter,NR邻区载频的ARFCN,RW,unsignedInt[0:3279165],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,5
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NoHOEnable,Device,parameter,禁止切换标识,RW,boolean,create_new_command_group+insert_standard_param,,no,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,14
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NoRemoveEnable,Device,parameter,禁止删除标识,RW,boolean,create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,15
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NoXnEnable,Device,parameter,禁止建立Xn标识,RW,boolean,create_new_command_group+insert_standard_param,,no,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,16
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.PLMNID,Device,parameter,邻区PLMN ID,RW,string(6),create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,2
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.PhyCellID,Device,parameter,邻区物理小区ID,RW,unsignedInt[0:1007],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,8
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.QQualMinOffsetCell,Device,parameter,小区专用最低接入信号质量偏移值,RW,"unsignedInt[1:8, 0x0000000F]",create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,12
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.QRxLevMinOffsetCell,Device,parameter,小区专用最小接收电平偏移量,RW,"unsignedInt[1:8,0x0000000F]",create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,11
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.Qoffset,Device,parameter,小区特定偏移量,RW,"int[-24:-8, -6:6, 8:24]",create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,10
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.TAC,Device,parameter,邻区TAC,RW,unsignedInt[0:16777215],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,9
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.gNBIdLength,Device,parameter,邻区gNBId长度,RW,unsignedInt[22:32],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,4
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.ssbFrequency,Device,parameter,SSB频点号,RW,unsignedInt[0:3279165],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,6
CMCC_5G_EXT_PICO_V1.9.4,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.ssbSubcarrierSpacing,Device,parameter,SSB子载波间隔,RW,unsignedInt[0:4],create_new_command_group,,yes,no,SI,邻区参数管理,5G邻区参数管理,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SL,7
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.A1ThresholdRSRP,Device,parameter,A1事件RSRP门限,RW,unsignedInt[0:97],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,8
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.A1ThresholdRSRQ,Device,parameter,A1事件RSRQ门限,RW,unsignedInt[0:34],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,9
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.Enable,Device,parameter,使能开关,RW,boolean,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,7
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.Hysteresis,Device,parameter,迟滞值,RW,unsignedInt[0:30],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,10
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.MaxReportCells,Device,parameter,最大上报小区数,RW,unsignedInt[1:8],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,11
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.MeasurePurpose,Device,parameter,测量目的,R,unsignedInt[1:100],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,12
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportAmount,Device,parameter,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,13
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportInterval,Device,parameter,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,14
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportQuantity,Device,parameter,上报量,RW,string,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,15
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.TimeToTrigger,Device,parameter,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,16
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.TriggerQuantity,Device,parameter,触发量,RW,string,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_1,LST 1;MOD 1,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,17
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.A1ThresholdRSRP,Device,parameter,A1事件RSRP门限,RW,unsignedInt[0:97],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,19
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.A1ThresholdRSRQ,Device,parameter,A1事件RSRQ门限,RW,unsignedInt[0:34],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,20
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.Enable,Device,parameter,使能开关,RW,boolean,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,18
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.Hysteresis,Device,parameter,迟滞值,RW,unsignedInt[0:30],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,21
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.MaxReportCells,Device,parameter,最大上报小区数,RW,unsignedInt[1:8],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,22
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.MeasurePurpose,Device,parameter,测量目的,R,unsignedInt[1:100],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,23
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportAmount,Device,parameter,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,24
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportInterval,Device,parameter,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,25
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportQuantity,Device,parameter,上报量,RW,string,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,26
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.TimeToTrigger,Device,parameter,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,27
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.TriggerQuantity,Device,parameter,触发量,RW,string,create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_2,LST 2;MOD 2,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,28
CMCC_TD_LTE_V2.3,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.A1ThresholdRSRP,Device,parameter,A1事件RSRP门限,RW,unsignedInt[0:97],create_new_command_group+insert_standard_param,,no,no,SJ,移动性参数管理,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA_A1MEASURECTRL_3,LST 3;MOD 3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,30
