path_group,standard_path,access,data_type,change_applies,description
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr10_2,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr12_2,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr4_75,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr5_15,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr5_90,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr6_70,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr7_40,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.Amr7_95,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.AmrPayload,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.AspProtocol,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.AttachProportion,READ_ONLY,U_INT,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.LclsMismatch,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.LclsMode,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.MscAddr,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.MscCodecList,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.NriAdd,READ_ONLY,STRING,Immediate,""
DeviceGSM.Msc,DeviceGSM.Msc.{i}.NriDel,READ_ONLY,STRING,Immediate,""
DeviceGSM.NriBitLen,DeviceGSM.NriBitLen,READ_ONLY,U_INT,Immediate,""
DeviceGSM.NriNullAdd,DeviceGSM.NriNullAdd,READ_ONLY,STRING,Immediate,""
DeviceGSM.NriNullDel,DeviceGSM.NriNullDel,READ_ONLY,STRING,Immediate,""
DeviceGSM.OmlRemoteIp,DeviceGSM.OmlRemoteIp,READ_ONLY,STRING,Immediate,""
DeviceGSM.OmlRemoteIpBak,DeviceGSM.OmlRemoteIpBak,READ_ONLY,STRING,Immediate,""
DeviceGSM.TimerNetT3212,DeviceGSM.TimerNetT3212,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover,DeviceGSM.handover,READ_ONLY,STRING,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.afs-bias.rxlev,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.afs-bias.rxqual,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.assignment,READ_ONLY,STRING,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.max-handovers,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.maximum.distance,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.min-free-slots.tch-f,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.min-free-slots.tch-h,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.min.rxlev,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.min.rxqual,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.penalty-time.failed-assignment,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.penalty-time.failed-ho,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.penalty-time.low-rxqual-assignment,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.penalty-time.low-rxqual-ho,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.penalty-time.max-distance,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.power.budget.hysteresis,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.power.budget.interval,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.retries,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.tdma-measurement,READ_ONLY,STRING,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.window.rxlev.averaging,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.window.rxlev.neighbor.averaging,READ_ONLY,U_INT,Immediate,""
DeviceGSM.handover2,DeviceGSM.handover2.window.rxqual.averaging,READ_ONLY,U_INT,Immediate,""
InternetGatewayDevice.Time,InternetGatewayDevice.Time.NTPServer3,READ_WRITE,STRING,Immediate,""
InternetGatewayDevice.Time,InternetGatewayDevice.Time.NTPServer5,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_ENB1_IP,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_ENB2_IP,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_IP,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_PORT,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_WCG_S1C_IFNAME,READ_WRITE,STRING,Immediate,""
boardconf.HALOD,boardconf.HALOD.HALOD_WCG_S1U_IFNAME,READ_WRITE,STRING,Immediate,""
boardconf.HaloD,boardconf.HaloD.baseStationForm,READ_ONLY,STRING,Immediate,""
