model_code,category,path,path_root,entry_type,name_zh,doc_access,doc_data_type,standard_param_id,std_entry_type,std_access,std_data_type,std_description,mml_action,already_in_mml,current_mml_commands,match_method,target_chapter_code,target_chapter_name,target_node_name,target_object_path,target_group_code,candidate_commands,source_file,source_sheet,source_row
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PRS.PRSConfigurationIndex,Device,parameter,PRS配置索引,RW,unsignedInt[0:4095],b843d893-e2f9-4348-a58a-fed3ef95956d,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PRS.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PRS,LST PRS;MOD PRS,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,30
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.CQIPUCCHResourceIndex,Device,parameter,CQI报告使用PUCCH资源索引,RW,string(512),7049e1c8-bdda-47c5-a46f-5ffa7360d5e6,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,21
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.DeltaPUCCHShift,Device,parameter,PUCCH循环移位间隔,RW,string,1d8c2211-20f4-4490-b5c8-e0033d6a7008,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,17
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.K,Device,parameter,子带CQI报告带宽,RW,unsignedInt[1:4],abb74845-f5f3-4b73-acb1-bba5143b449e,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,22
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.N1PUCCHAN,Device,parameter,SPSACK/NACK及SR预留资源数,RW,string(512),3d5c91c1-d124-4381-96a1-c779b0426556,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,20
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.NCSAN,Device,parameter,PUCCH1/1a/1b预留资源数,RW,unsignedInt[0:7],d7844fe5-6216-41cc-90de-e029f0ab6ce7,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,19
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.NRBCQI,Device,parameter,PUCCH2/2a/2b占用RB数,RW,string,06210e17-4216-4732-8cd1-29f8c2437e88,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUCCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUCCH,LST PUCCH;MOD PUCCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,18
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.Enable64QAM,Device,parameter,PUSCH64QAM使能开关,RW,Boolean,66892a8a-b157-454e-b809-769bb36c1608,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUSCH,LST PUSCH;MOD PUSCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,25
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.HoppingMode,Device,parameter,PUSCH跳频模式,RW,string,a456dc94-5b25-408f-8abe-df99c50b5139,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUSCH,LST PUSCH;MOD PUSCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,26
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.HoppingOffset,Device,parameter,PUSCH跳频偏置,RW,string(256),76603011-afb7-41d1-aedd-50936d682df0,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUSCH,LST PUSCH;MOD PUSCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,27
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.NSB,Device,parameter,跳频子带个数,RW,unsignedInt[1:4],629803ff-3b47-44ec-a03a-778b59a58545,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PUSCH.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PUSCH,LST PUSCH;MOD PUSCH,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,28
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PaParam.PUCCHPowerCtrlSwitch,Device,parameter,上行PUCCH闭环功控开关,RW,unsignedInt[0:1],dd4b57bb-2b20-4f94-8a31-6b48736cfd0e,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PaParam.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PAPARAM,LST PA_PARAM;MOD PA_PARAM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,24
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PaParam.PUSCHPowerCtrlSwitch,Device,parameter,上行PUSCH闭环功控开关,RW,unsignedInt[0:1],1246fa39-889c-41c7-8980-5e20d374fcb2,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.PaParam.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_PAPARAM,LST PA_PARAM;MOD PA_PARAM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,23
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.AckNackSRSSimultaneousTransmission,Device,parameter,SRS/ACK/NACK同时传输标识,RW,Boolean,f427fb2c-29a5-4a7a-af9f-4c96d1e0c1eb,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_SRS,LST SRS;MOD SRS,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,16
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.SRSBandwidthConfig,Device,parameter,SRS带宽配置,RW,string(32),22e8091c-fe77-45ee-9a1c-9ac7c2df8f33,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_SRS,LST SRS;MOD SRS,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,14
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.SRSEnabled,Device,parameter,SRS使能开关,RW,Boolean,9fa287b2-67a2-474a-99c7-b4342f3abc62,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_SRS,LST SRS;MOD SRS,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,13
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.SRSMaxUpPTS,Device,parameter,SRSUpPTS带宽重配指示,RW,Boolean,a4d077b4-897d-47b2-badf-b73dc4d1f4e4,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.SRS.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_SRS,LST SRS;MOD SRS,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,15
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.TDDFrame.SpecialSubframePatterns,Device,parameter,特殊子帧配置,RW,unsignedInt[0:8],fe8ca6fc-36b3-4592-a05f-0ba4ba96ca0e,parameter,READ_WRITE,INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.TDDFrame.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_TDDFRAME,LST TDDFRAME;MOD TDDFRAME,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,32
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.TDDFrame.SubFrameAssignment,Device,parameter,上下行子帧配置,RW,unsignedInt[0:6],4fe05bec-8a58-482d-9b67-e6a630581d97,parameter,READ_WRITE,INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.TDDFrame.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_TDDFRAME,LST TDDFRAME;MOD TDDFRAME,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,33
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.Alpha,Device,parameter,部分路损补偿系数,RW,string(64),6fc5301c-c876-479e-9960-0f8d65405a5d,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_ULPOWERCONTROL,LST ULPOWER_CONTROL;MOD ULPOWER_CONTROL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,38
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.DeltaMCSEnabled,Device,parameter,MCS补偿值,RW,unsignedInt[0:1],f0cb9fe5-b676-4121-91fb-01bb826cbc10,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_ULPOWERCONTROL,LST ULPOWER_CONTROL;MOD ULPOWER_CONTROL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,40
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.P0NominalPUCCH,Device,parameter,PUCCH期望功率,RW,string(512),75e7d99e-1181-4dc9-9dc6-85dacb848b09,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_ULPOWERCONTROL,LST ULPOWER_CONTROL;MOD ULPOWER_CONTROL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,39
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.P0NominalPUSCH,Device,parameter,非持续调度期望功率,RW,string(512),c990bd35-b306-4cf5-9436-da6774e0129e,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_ULPOWERCONTROL,LST ULPOWER_CONTROL;MOD ULPOWER_CONTROL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,37
CMCC_TD_LTE_V2.3,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.P0NominalPUSCHPersistent,Device,parameter,持续调度期望接收功率,RW,Int[-126:24],8ddcf292-85b7-477d-b9b2-3ddc64519b4a,parameter,READ_WRITE,INT,,already_in_mml,yes,LST RAN_PHY;MOD RAN_PHY,,SH,RAN协议栈参数,物理层参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.ULPowerControl.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_PHY_ULPOWERCONTROL,LST ULPOWER_CONTROL;MOD ULPOWER_CONTROL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SH,36
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BCCHARFCN,Device,parameter,BCCH ARFCN,RW,unsignedInt[0:1023],5c7695e8-ca95-4e56-9f92-7b7c831234c1,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,39
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BSIC,Device,parameter,BSIC,RW,unsignedInt[0:255],3ec52f01-a2cf-4842-9cbd-3d98fa7c6a7a,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,36
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BandIndicator,Device,parameter,频段指示,RW,string,f1c4bef8-c942-44d2-ae75-d10102ccdf3c,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,38
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.CI,Device,parameter,CI,RW,unsignedInt[0:65535],cc08ede4-eb69-4776-b00c-336f49a92e98,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,37
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.LAC,Device,parameter,LAC,RW,unsignedInt[0:65535],1b84c2f9-abb0-4a31-aa15-18fe176d692f,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,35
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.PLMNID,Device,parameter,PLMN ID,RW,string(6),ce8f187d-698d-4357-9eb3-ae63016f5bdb,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,34
CMCC_TD_LTE_V2.3,GSM邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.RAC,Device,parameter,RAC,RW,unsignedInt[0:255],85200b44-9117-442a-9b32-d03230de7659,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST INTER_RAT_CELL_GSM;MOD INTER_RAT_CELL_GSM,parent_exact,SI,邻区参数管理,GSM 异系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_INTERRATCELL_GSM,LST INTER_RATCELL_GSM;MOD INTER_RATCELL_GSM,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,40
CMCC_TD_LTE_V2.3,LTE邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.Blacklisted,Device,parameter,禁止切换标识,RW,boolean,89db5fb0-0cf4-4371-ba1a-86d268c23b11,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST LTE_CELL;MOD LTE_CELL,parent_exact,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,21
CMCC_TD_LTE_V2.3,LTE邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.CID,Device,parameter,邻区CID,RW,unsignedInt[1:268435455],978e7a7f-25ea-41a5-bf2c-7b66b2690d11,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST LTE_CELL;MOD LTE_CELL,parent_exact,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,15
CMCC_TD_LTE_V2.3,LTE邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.CIO,Device,parameter,小区独立偏移量,RW,"int[-24:-8, -6:6, 8:24]",ba917609-94a6-4bce-895c-cc3e779ffc48,parameter,READ_WRITE,INT,,already_in_mml,yes,LST LTE_CELL;MOD LTE_CELL,parent_exact,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,19
CMCC_TD_LTE_V2.3,LTE邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.EUTRACarrierARFCN,Device,parameter,邻区EARFCN,RW,unsignedInt[0:65535],40af8959-485c-482f-8df3-793fd896e5f1,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST LTE_CELL;MOD LTE_CELL,parent_exact,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,16
CMCC_TD_LTE_V2.3,LTE邻区参数管理,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.EnbType,Device,parameter,邻区基站类型,RW,unsignedInt,daba79b8-1426-4b8b-8ff4-80b6c80cd6d4,parameter,READ_WRITE,INT,,already_in_mml,yes,LST LTE_CELL;MOD LTE_CELL,parent_exact,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SI,23
