model_code,category,path,path_root,entry_type,name_zh,doc_access,doc_data_type,standard_param_id,std_entry_type,std_access,std_data_type,std_description,mml_action,already_in_mml,current_mml_commands,match_method,target_chapter_code,target_chapter_name,target_node_name,target_object_path,target_group_code,candidate_commands,source_file,source_sheet,source_row
CMCC_5G_EXT_PICO_V1.9.4,多实例状态变化通知参数,Device.DeviceInfo.AddEndPoint,Device,parameter,多实例新增,,string(128),9e240d03-905d-4a12-b35b-1e42cd87b98d,parameter,READ_ONLY,STRING,,add_to_existing_command,no,,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,85
CMCC_LTE_V2.1,多实例状态变化通知参数,Device.DeviceInfo.DelEndPonit,Device,parameter,多实例删除,R,string(64),0a4745f0-c6a3-4cd0-ab68-f10e4af235ed,parameter,READ_ONLY,STRING,,add_to_existing_command,no,,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,LTE V2.1.xlsx,SR,32
CMCC_LTE_V2.1,小区参数管理,Device.Services.FAPService.{i}.Capabilities.MaxTxPower,Device,parameter,最大发射功率,R,unsignedInt,d2e321a4-e672-4d03-8f52-ac6bd67602ba,parameter,READ_ONLY,U_INT,,add_to_existing_command,no,,parent_exact,SF,小区服务参数管理（总体）,FAP 载波能力集,Device.Services.FAPService.{i}.Capabilities.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES,LST FAPSERVICE_CAPABILITIES,LTE V2.1.xlsx,SF,45
CMCC_LTE_V2.1,WAN口配置参数管理,Device.Ethernet.Interface.{i}.PortType,Device,parameter,端口类型,R,string,9d75480a-8603-44b3-aa57-52a03e45e22b,parameter,READ_ONLY,STRING,,add_to_existing_command,no,,parent_exact,SL,WAN口配置参数管理,以太网接口,Device.Ethernet.Interface.{i}.,DEVICE_ETHERNET_INTERFACE,LST INTERFACE,LTE V2.1.xlsx,SL,14
CMCC_5G_EXT_PICO_V1.9.4,时间服务器参数管理,Device.Time.LocalTimeZoneName,Device,parameter,本地时区,RW,string(64),952fd431-1c77-4f28-af45-7bddbcee5487,parameter,READ_WRITE,STRING,,add_to_existing_command,no,,parent_exact,SN,时间服务器参数管理,时间同步服务器,Device.Time.,DEVICE_TIME,LST TIME;MOD TIME,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SP,9
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.3GPPSpecVersion,Device,parameter,3GPP协议版本,R,string,0a4954f0-8698-4b70-8647-373a1c813a4b,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,16
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.AdditionalHardwareVersion,Device,parameter,附加硬件版本,R,string(64),bb502075-369b-4846-9d77-c92ec2943f15,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,11
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.AdditionalSoftwareVersion,Device,parameter,附加软件版本,R,string(64),ed5bce01-be88-4429-8525-ef22a6889993,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,12
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.DataModelSpecVersion,Device,parameter,数据模型版本,R,string,594239f0-c9f5-4c68-b09f-2f537438108a,parameter,READ_ONLY,string,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,21
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.DnPrefix,Device,parameter,DN前缀,RW,string,33ee952a-8e2b-42e5-9f50-435c9cc26d80,parameter,READ_WRITE,string,,already_in_mml,yes,LST DEVICE_INFO;MOD DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO;MOD DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,3
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.FirstUseDate,Device,parameter,首次使用日期,R,dateTime,d867c8a0-02e4-42d4-9125-24cf1274fc37,parameter,READ_ONLY,DATE_TIME,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,17
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.HardwarePlatform,Device,parameter,硬件平台,R,string(64),9d0a4a46-e0fc-4274-a449-055e6c5592a2,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,10
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.HardwareVersion,Device,parameter,硬件版本,R,string(64),bca21e45-336c-4814-9f93-f18cc1678aac,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,8
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.Manufacturer,Device,parameter,制造商,R,string(64),4eaebfbc-d2ab-4bc6-864b-c70aea89a9f6,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,5
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.ManufacturerOUI,Device,parameter,制造商OUI,R,string(6),247f5384-f325-4838-b352-88c6558a77f9,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,4
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.ModelName,Device,parameter,设备型号,R,string(64),b2eb6879-9d0d-43bd-a535-312e50fac907,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,6
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.ProductClass,Device,parameter,产品分类,R,string(64),2f92e469-e93a-4c5a-a4de-38db8f7fdf51,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,14
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.ProvisioningCode,Device,parameter,供应商代号,R,string(64),267c7905-ae92-4ac1-b300-b81a789da562,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,13
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.SerialNumber,Device,parameter,序列号,R,string(64),2545558b-ccea-40f5-9850-caa6e3e41ae3,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,7
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.SoftwareVersion,Device,parameter,软件版本,R,string(64),ed1df029-35b2-4640-a3c1-414970b58522,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,9
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.UpTime,Device,parameter,运行时间,R,unsignedInt,471bdae0-a26b-47e9-ab62-fdef9cde4ac9,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,15
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.UserLabel,Device,parameter,用户友好名,RW,string,8fd29fbf-0b3b-4e05-b5b2-758cab19674d,parameter,READ_WRITE,string,,already_in_mml,yes,LST DEVICE_INFO;MOD DEVICE_INFO,parent_exact,SA,设备信息参数管理,设备基本信息,Device.DeviceInfo.,DEVICE_DEVICEINFO,LST DEVICE_INFO;MOD DEVICE_INFO,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,2
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.SwUpgrade.FailureCause,Device,parameter,升级失败原因,R,string(512),d63e24f8-c87f-47b0-b436-73f0d00529ed,parameter,READ_ONLY,string,,already_in_mml,yes,LST DEVICE_INFO_SW_UPGRADE,parent_exact,SA,设备信息参数管理,设备软件升级状态,Device.DeviceInfo.SwUpgrade.,DEVICE_DEVICEINFO_SWUPGRADE,LST DEVICE_INFO_SW_UPGRADE,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,19
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.SwUpgrade.Stage,Device,parameter,升级阶段,R,unsignedInt[1:5],6547cb1c-c96f-4e41-9b92-81a8e3b200d9,parameter,READ_ONLY,unsignedInt,,already_in_mml,yes,LST DEVICE_INFO_SW_UPGRADE,parent_exact,SA,设备信息参数管理,设备软件升级状态,Device.DeviceInfo.SwUpgrade.,DEVICE_DEVICEINFO_SWUPGRADE,LST DEVICE_INFO_SW_UPGRADE,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,18
CMCC_TD_LTE_V2.3,设备信息参数管理,Device.DeviceInfo.SwUpgrade.Status,Device,parameter,状态,R,unsignedInt[1:3],40233263-16d4-474a-a059-816a0ddc4848,parameter,READ_ONLY,unsignedInt,,already_in_mml,yes,LST DEVICE_INFO_SW_UPGRADE,parent_exact,SA,设备信息参数管理,设备软件升级状态,Device.DeviceInfo.SwUpgrade.,DEVICE_DEVICEINFO_SWUPGRADE,LST DEVICE_INFO_SW_UPGRADE,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SA,20
CMCC_5G_EXT_PICO_V1.9.4,版本参数管理,Device.SoftwareCtrl.ActivateEnable,Device,parameter,激活备份版本使能开关,RW,boolean,a29da561-a90a-4d7b-bcac-f72123d308cc,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,parent_exact,SB,软件版本参数管理,软件版本控制,Device.SoftwareCtrl.,DEVICE_SOFTWARECTRL,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SB,4
CMCC_5G_EXT_PICO_V1.9.4,版本参数管理,Device.SoftwareCtrl.ActivateTime,Device,parameter,软件激活时间,RW,dateTime,83e96dae-b8cb-472c-af22-beb8ef54b8d1,parameter,READ_WRITE,DATE_TIME,,already_in_mml,yes,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,parent_exact,SB,软件版本参数管理,软件版本控制,Device.SoftwareCtrl.,DEVICE_SOFTWARECTRL,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SB,3
CMCC_5G_EXT_PICO_V1.9.4,版本参数管理,Device.SoftwareCtrl.AutoActivateEnable,Device,parameter,立即激活目标升级版本使能开关,RW,boolean,dd8f1381-952b-4e26-9776-c11e39b1e0a0,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,parent_exact,SB,软件版本参数管理,软件版本控制,Device.SoftwareCtrl.,DEVICE_SOFTWARECTRL,LST SOFTWARE_CTRL;MOD SOFTWARE_CTRL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SB,2
CMCC_5G_EXT_PICO_V1.9.4,版本参数管理,Device.SoftwareCtrl.SystemBackupVersion,Device,parameter,系统备份版本,R,string(64),abd55c91-af3f-4aea-a161-fd7ff3fe8654,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST SOFTWARE_CTRL,parent_exact,SB,软件版本参数管理,软件版本控制,Device.SoftwareCtrl.,DEVICE_SOFTWARECTRL,LST SOFTWARE_CTRL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SB,6
CMCC_5G_EXT_PICO_V1.9.4,版本参数管理,Device.SoftwareCtrl.SystemCurrentVersion,Device,parameter,系统当前版本,R,string(64),693d6725-a8d8-4ebf-af19-26a204f7f976,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST SOFTWARE_CTRL,parent_exact,SB,软件版本参数管理,软件版本控制,Device.SoftwareCtrl.,DEVICE_SOFTWARECTRL,LST SOFTWARE_CTRL,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SB,5
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.ConnectionRequestPassword,Device,parameter,连接请求密码,RW,string(256),a08b2deb-0e01-4201-b8fa-26ec1cd0053b,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,11
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.ConnectionRequestURL,Device,parameter,连接请求URL,R,string(256),36a970bd-f815-46ad-a9b9-43eabe9f6906,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,9
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.ConnectionRequestUsername,Device,parameter,连接请求用户名,RW,string(256),65cdfc46-10ac-4692-9894-52dca7fe5998,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,10
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.NATDetected,Device,parameter,NAT转换地址,R,boolean,3a481512-c550-4682-ba5b-24a3fb620450,parameter,READ_ONLY,BOOLEAN,,already_in_mml,yes,LST MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,20
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.ParameterKey,Device,parameter,键值,R,string(32),3fbab48f-73e5-463f-878b-76a5e85edd73,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,8
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.Password,Device,parameter,连接密码,RW,string(256),8de7192b-3e38-4cd9-b9e1-604b108c3c98,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,4
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.PeriodicInformEnable,Device,parameter,连接使能开关,RW,boolean,09ef6d89-8248-4fcd-b3a4-535f066f57b2,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,5
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.PeriodicInformInterval,Device,parameter,周期上报时间间隔,RW,unsignedInt[1:],a57334ff-956b-4c14-a4ef-0482edc1d6e7,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,7
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.PeriodicInformTime,Device,parameter,上报周期,RW,dateTime,546a4955-db7d-4cc0-918b-dcad2b6035c1,parameter,READ_WRITE,DATE_TIME,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,6
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNEnable,Device,parameter,STUN使能开关,RW,boolean,cf7868f4-d331-4f80-95bb-359bd69cd9fe,parameter,READ_WRITE,BOOLEAN,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,13
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNMaximumKeepAlivePeriod,Device,parameter,STUN最大生存周期,RW,int[-1:65535],e818b4c1-0d0f-4224-8eef-fe5a88eed1fd,parameter,READ_WRITE,INT,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,18
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNMinimumKeepAlivePeriod,Device,parameter,STUN最小生存周期,RW,unsignedInt[0:65535],ef64e1a9-5a80-42ac-86d7-426cfcb09666,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,19
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNPassword,Device,parameter,STUN密码,RW,string(256),1102e698-f8bd-4334-b030-539aaf15f2ba,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,17
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNServerAddress,Device,parameter,STUN服务器地址,RW,string(256),c639c536-7694-489f-86ae-41b658c971ff,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,14
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNServerPort,Device,parameter,STUN服务器端口,RW,unsignedInt[0:65535],e1e532ab-f64d-4983-aa4c-b974588e4a5f,parameter,READ_WRITE,U_INT,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,15
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.STUNUsername,Device,parameter,STUN用户名,RW,string(256),27a73416-a4d8-4134-b488-99ab08deca7f,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,16
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.UDPConnectionRequestAddress,Device,parameter,UDP连接请求地址,R,string(256),9feb8505-a7d7-4c38-a2e0-c8cd966bff1f,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,12
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.URL,Device,parameter,网管服务器URL,RW,string(256),696f70ac-64d4-49f3-92a8-0f23753f5c3c,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,2
CMCC_5G_EXT_PICO_V1.9.4,网管参数管理,Device.ManagementServer.Username,Device,parameter,连接用户名,RW,string(256),da8ffa1a-601b-42bb-b686-440e29ffbf82,parameter,READ_WRITE,STRING,,already_in_mml,yes,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,parent_exact,SC,基站网管参数管理,基站网管连接,Device.ManagementServer.,DEVICE_MANAGEMENTSERVER,LST MANAGEMENT_SERVER;MOD MANAGEMENT_SERVER,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SC,3
CMCC_5G_EXT_PICO_V1.9.4,告警管理,Device.FaultMgmt.HistoryEvent.{i}.AdditionalInformation,Device,parameter,告警附加信息,R,string(256),7defc43f-90b4-47f9-8f1b-f9afe78b775c,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST FAULT_MGMT_HISTORY_EVENT,parent_exact,SD,告警参数管理,历史告警实例,Device.FaultMgmt.HistoryEvent.{i}.,DEVICE_FAULTMGMT_HISTORYEVENT,LST HISTORY_EVENT,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SD,34
CMCC_5G_EXT_PICO_V1.9.4,告警管理,Device.FaultMgmt.HistoryEvent.{i}.AdditionalText,Device,parameter,告警附加文本,R,string(256),5c0e8bf1-fb4a-4916-8035-4a30a3fd85be,parameter,READ_ONLY,STRING,,already_in_mml,yes,LST FAULT_MGMT_HISTORY_EVENT,parent_exact,SD,告警参数管理,历史告警实例,Device.FaultMgmt.HistoryEvent.{i}.,DEVICE_FAULTMGMT_HISTORYEVENT,LST HISTORY_EVENT,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SD,33
