model_code,category,path,entry_type,name_zh,access,data_type,mml_action,match_method,standard_param_exists,already_in_mml,target_chapter_code,target_chapter_name,target_group_name,target_object_path,target_group_code,candidate_commands,source_file,source_sheet,source_row,remark
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.A2ThresholdRSRQ,parameter,A2事件RSRQ门限,RW,unsignedInt[0:34],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,53,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.Enable,parameter,使能开关,RW,boolean,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,51,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A2测量事件有其它用途，则从A2MeasureCtrl.11.开始定义
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.Hysteresis,parameter,迟滞值,RW,unsignedInt[0:30],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,54,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.MaxReportCells,parameter,最大上报小区数,RW,unsignedInt[1:8],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,55,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.MeasurePurpose,parameter,测量目的,R,unsignedInt[1:100],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,56,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.ReportAmount,parameter,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,57,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.ReportInterval,parameter,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,58,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.ReportQuantity,parameter,上报量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,59,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.TimeToTrigger,parameter,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,60,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.1.TriggerQuantity,parameter,触发量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,61,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.A2ThresholdRSRP,parameter,A2事件RSRP门限,RW,unsignedInt[0:97],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,63,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.A2ThresholdRSRQ,parameter,A2事件RSRQ门限,RW,unsignedInt[0:34],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,64,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.Enable,parameter,使能开关,RW,boolean,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,62,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.Hysteresis,parameter,迟滞值,RW,unsignedInt[0:30],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,65,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.MaxReportCells,parameter,最大上报小区数,RW,unsignedInt[1:8],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,66,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.MeasurePurpose,parameter,测量目的,R,unsignedInt[1:100],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,67,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportAmount,parameter,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,68,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportInterval,parameter,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,69,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.ReportQuantity,parameter,上报量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,70,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.TimeToTrigger,parameter,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,71,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.2.TriggerQuantity,parameter,触发量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,72,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.A2ThresholdRSRP,parameter,A2事件RSRP门限,RW,unsignedInt[0:97],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,74,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.A2ThresholdRSRQ,parameter,A2事件RSRQ门限,RW,unsignedInt[0:34],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,75,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.Enable,parameter,使能开关,RW,boolean,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,73,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.Hysteresis,parameter,迟滞值,RW,unsignedInt[0:30],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,76,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.MaxReportCells,parameter,最大上报小区数,RW,unsignedInt[1:8],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,77,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.MeasurePurpose,parameter,测量目的,R,unsignedInt[1:100],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,78,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportAmount,parameter,上报次数,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,79,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportInterval,parameter,上报间隔,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,80,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.ReportQuantity,parameter,上报量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,81,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.TimeToTrigger,parameter,触发时间,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,82,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.3.TriggerQuantity,parameter,触发量,RW,string,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,83,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.A2ThresholdRSRP,parameter,A2事件RSRP门限,RW,unsignedInt[0:97],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,85,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.A2ThresholdRSRQ,parameter,A2事件RSRQ门限,RW,unsignedInt[0:34],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,86,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.Enable,parameter,使能开关,RW,boolean,add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,84,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.Hysteresis,parameter,迟滞值,RW,unsignedInt[0:30],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,87,
CMCC_TD_LTE_V2.3,A2事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.4.MaxReportCells,parameter,最大上报小区数,RW,unsignedInt[1:8],add_to_existing_command+insert_standard_param,object_prefix,no,no,SJ,移动性参数管理,连接态 EUTRA 测量,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_MOBILITY_CONNMODE_EUTRA,LST CONN_MODE_EUTRA;MOD CONN_MODE_EUTRA,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,88,
