path,entry_type,access,data_type,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,old_target_group_code,old_candidate_commands,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,matched_candidate_commands,match_source_type,match_source_file,match_reason,doc_category,doc_source_file,doc_source_sheet,doc_source_row
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.PLMNID,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.ReportAmount,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,170
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.ReportInterval,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,171
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.ReportOnLeave,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,166
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.ReportQuantityCell,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,172
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.RptQuantityRsIndex,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,164
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.RsType,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,175
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.ThresholdTriggerType,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.TimeToTrigger,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,173
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.UseWhiteCellList,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A4MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A4MEASURECTRL,LST A4_MEASURE_CTRL;MOD A4_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A4事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,174
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold1RSRP,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,197
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold1RSRQ,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,198
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold1SINR,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,199
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold2RSRP,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,201
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold2RSRQ,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,202
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.A5Threshold2SINR,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,203
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.Enable,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,195
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.Hysteresis,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,207
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.IncludeBeamMeasurements,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,216
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.MaxNrofRSIndexToReport,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,205
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.MaxReportCells,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,208
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.MeasurePurpose,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,209
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.PLMNID,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportAmount,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,210
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportInterval,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,211
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportOnLeave,parameter,READ_WRITE,STRING,SJ,移动性参数管理,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_MOBILITY_CONNMODE_NR_A5MEASURECTRL,LST A5_MEASURE_CTRL;MOD A5_MEASURE_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,A5事件测量控制参数,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,206
