record_type,command_code,standard_path,base_mml_code,access_type,source_candidate,resolve_method,skipped_reason
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_OPTION60,WAN_CONFIG8_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_OPTION60,WAN_CONFIG8_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_GW,WAN_CONFIG8_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_GW,WAN_CONFIG8_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_IPADDR,WAN_CONFIG8_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_IPADDR,WAN_CONFIG8_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_PREFIX,WAN_CONFIG8_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_V6_PREFIX,WAN_CONFIG8_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_VLAN,WAN_CONFIG8_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_VLAN,WAN_CONFIG8_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_DEFAULTGW,WAN_CONFIG9_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_DEFAULTGW,WAN_CONFIG9_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_ENABLE,WAN_CONFIG9_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_ENABLE,WAN_CONFIG9_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_IPADDR,WAN_CONFIG9_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_IPADDR,WAN_CONFIG9_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_IPMODE,WAN_CONFIG9_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_IPMODE,WAN_CONFIG9_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_NETMASK,WAN_CONFIG9_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_NETMASK,WAN_CONFIG9_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_OPTION60,WAN_CONFIG9_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_OPTION60,WAN_CONFIG9_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_GW,WAN_CONFIG9_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_GW,WAN_CONFIG9_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_IPADDR,WAN_CONFIG9_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_IPADDR,WAN_CONFIG9_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_PREFIX,WAN_CONFIG9_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_V6_PREFIX,WAN_CONFIG9_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_VLAN,WAN_CONFIG9_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG9_VLAN,WAN_CONFIG9_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WanLinkSpeed,WAN_LINK_SPEED,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WanLinkSpeed,WAN_LINK_SPEED,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_ApLteturboEnable,X_COM_AP_LTETURBO_ENABLE,RO,LST DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_First_Static_Ip_Address,X_COM_LTE_LBO_FIRST_STATIC_IP_ADDRESS,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_First_Static_Ip_Address,X_COM_LTE_LBO_FIRST_STATIC_IP_ADDRESS,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_IMSI_IP_List,X_COM_LTE_LBO_IMSI_IP_LIST,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_IMSI_IP_List,X_COM_LTE_LBO_IMSI_IP_LIST,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Ifname,X_COM_LTE_LBO_IFNAME,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Ifname,X_COM_LTE_LBO_IFNAME,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Last_Static_Ip_Address,X_COM_LTE_LBO_LAST_STATIC_IP_ADDRESS,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Last_Static_Ip_Address,X_COM_LTE_LBO_LAST_STATIC_IP_ADDRESS,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_NET_Mask,X_COM_LTE_LBO_NET_MASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_NET_Mask,X_COM_LTE_LBO_NET_MASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_START_UE_Addr,X_COM_LTE_LBO_START_UE_ADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_START_UE_Addr,X_COM_LTE_LBO_START_UE_ADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Static_Ip_Addr_Switch,X_COM_LTE_LBO_STATIC_IP_ADDR_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Static_Ip_Addr_Switch,X_COM_LTE_LBO_STATIC_IP_ADDR_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Switch,X_COM_LTE_LBO_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LBO_Switch,X_COM_LTE_LBO_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_First_Static_Ip_Address,X_COM_LTE_LGW_FIRST_STATIC_IP_ADDRESS,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_First_Static_Ip_Address,X_COM_LTE_LGW_FIRST_STATIC_IP_ADDRESS,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_IMSI_IP_List,X_COM_LTE_LGW_IMSI_IP_LIST,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_IMSI_IP_List,X_COM_LTE_LGW_IMSI_IP_LIST,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Ifname,X_COM_LTE_LGW_IFNAME,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Ifname,X_COM_LTE_LGW_IFNAME,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Last_Static_Ip_Address,X_COM_LTE_LGW_LAST_STATIC_IP_ADDRESS,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Last_Static_Ip_Address,X_COM_LTE_LGW_LAST_STATIC_IP_ADDRESS,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_NET_Mask,X_COM_LTE_LGW_NET_MASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_NET_Mask,X_COM_LTE_LGW_NET_MASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_START_UE_Addr,X_COM_LTE_LGW_START_UE_ADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_START_UE_Addr,X_COM_LTE_LGW_START_UE_ADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Static_Ip_Addr_Switch,X_COM_LTE_LGW_STATIC_IP_ADDR_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Static_Ip_Addr_Switch,X_COM_LTE_LGW_STATIC_IP_ADDR_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Switch,X_COM_LTE_LGW_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_LGW_Switch,X_COM_LTE_LGW_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_ENABLE,X_COM_LTE_WAN_CHECK_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_ENABLE,X_COM_LTE_WAN_CHECK_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_TIMER_LEN,X_COM_LTE_WAN_CHECK_TIMER_LEN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_TIMER_LEN,X_COM_LTE_WAN_CHECK_TIMER_LEN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_LmtEnable,X_COM_LMT_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_LmtEnable,X_COM_LMT_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_MME_Status,X_COM_MME_STATUS,RO,LST DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_OMC_ETH_CONFIG_MTU,X_COM_OMC_ETH_CONFIG_MTU,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_OMC_ETH_CONFIG_MTU,X_COM_OMC_ETH_CONFIG_MTU,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588DomainNum,X_COM_PTP1588DOMAIN_NUM,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588DomainNum,X_COM_PTP1588DOMAIN_NUM,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Interface,X_COM_PTP1588INTERFACE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Interface,X_COM_PTP1588INTERFACE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Profile,X_COM_PTP1588PROFILE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Profile,X_COM_PTP1588PROFILE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588TRANS_PORT,X_COM_PTP1588TRANS_PORT,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588TRANS_PORT,X_COM_PTP1588TRANS_PORT,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Trigger,X_COM_PTP1588TRIGGER,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588Trigger,X_COM_PTP1588TRIGGER,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588UnicastAddr,X_COM_PTP1588UNICAST_ADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588UnicastAddr,X_COM_PTP1588UNICAST_ADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588syncsMode,X_COM_PTP1588SYNCS_MODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_PTP1588syncsMode,X_COM_PTP1588SYNCS_MODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_SCTP_CONFIG_MTU,X_COM_SCTP_CONFIG_MTU,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_SCTP_CONFIG_MTU,X_COM_SCTP_CONFIG_MTU,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.X_COM_Toggle_Switch,X_COM_TOGGLE_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.X_COM_Toggle_Switch,X_COM_TOGGLE_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.cbsdCategory,CBSD_CATEGORY,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.cbsdCategory,CBSD_CATEGORY,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.cellModeIdx,CELL_MODE_IDX,RO,LST DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.highFrequency,HIGH_FREQUENCY,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.highFrequency,HIGH_FREQUENCY,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.iForcedSyncControlSwitch,I_FORCED_SYNC_CONTROL_SWITCH,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.iForcedSyncControlSwitch,I_FORCED_SYNC_CONTROL_SWITCH,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.indoorDeployment,INDOOR_DEPLOYMENT,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.indoorDeployment,INDOOR_DEPLOYMENT,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.lowFrequency,LOW_FREQUENCY,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.lowFrequency,LOW_FREQUENCY,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.supportedN48N78SharedRf,SUPPORTED_N48N78SHARED_RF,RO,LST DEVICE_INFO,parent_exact,
binding,LST SOFTWARE_CTRL,Device.SoftwareCtrl.AccCard1PpsDelay,ACC_CARD1PPS_DELAY,RW,LST SOFTWARE_CTRL,parent_exact,
binding,MOD SOFTWARE_CTRL,Device.SoftwareCtrl.AccCard1PpsDelay,ACC_CARD1PPS_DELAY,RW,MOD SOFTWARE_CTRL,parent_exact,
binding,LST SOFTWARE_CTRL,Device.SoftwareCtrl.N48N78SharedRfEnable,N48N78SHARED_RF_ENABLE,RO,LST SOFTWARE_CTRL,parent_exact,
binding,LST MANAGEMENT_SERVER,Device.ManagementServer.X_COM_tr069_port,X_COM_TR069_PORT,RW,LST MANAGEMENT_SERVER,parent_exact,
binding,MOD MANAGEMENT_SERVER,Device.ManagementServer.X_COM_tr069_port,X_COM_TR069_PORT,RW,MOD MANAGEMENT_SERVER,parent_exact,
binding,LST MANAGEMENT_SERVER,Device.ManagementServer.tfcsManagerPrimsrc,TFCS_MANAGER_PRIMSRC,RW,LST MANAGEMENT_SERVER,parent_exact,
binding,MOD MANAGEMENT_SERVER,Device.ManagementServer.tfcsManagerPrimsrc,TFCS_MANAGER_PRIMSRC,RW,MOD MANAGEMENT_SERVER,parent_exact,
binding,LST MANAGEMENT_SERVER,Device.ManagementServer.tfcsSyncState,TFCS_SYNC_STATE,RW,LST MANAGEMENT_SERVER,parent_exact,
binding,MOD MANAGEMENT_SERVER,Device.ManagementServer.tfcsSyncState,TFCS_SYNC_STATE,RW,MOD MANAGEMENT_SERVER,parent_exact,
binding,LST FAULT_MGMT_HISTORY_EVENT,Device.FaultMgmt.HistoryEvent.{i}.OUI,OUI,RO,LST HISTORY_EVENT,parent_exact,
binding,LST FAULT_MGMT_HISTORY_EVENT,Device.FaultMgmt.HistoryEvent.{i}.SerialNumber,SERIAL_NUMBER,RO,LST HISTORY_EVENT,parent_exact,
binding,LST FAULT_MGMT_EXPEDITED_EVENT,Device.FaultMgmt.ExpeditedEvent.{i}.OUI,OUI,RO,LST EXPEDITED_EVENT,parent_exact,
binding,LST FAULT_MGMT_EXPEDITED_EVENT,Device.FaultMgmt.ExpeditedEvent.{i}.SerialNumber,SERIAL_NUMBER,RO,LST EXPEDITED_EVENT,parent_exact,
binding,LST FAULT_MGMT_CURRENT_ALARM,Device.FaultMgmt.CurrentAlarm.{i}.OUI,OUI,RO,LST CURRENT_ALARM,parent_exact,
binding,LST FAULT_MGMT_CURRENT_ALARM,Device.FaultMgmt.CurrentAlarm.{i}.SerialNumber,SERIAL_NUMBER,RO,LST CURRENT_ALARM,parent_exact,
binding,LST FAULT_MGMT_QUEUED_EVENT,Device.FaultMgmt.QueuedEvent.{i}.OUI,OUI,RO,LST QUEUED_EVENT,parent_exact,
binding,LST FAULT_MGMT_QUEUED_EVENT,Device.FaultMgmt.QueuedEvent.{i}.SerialNumber,SERIAL_NUMBER,RO,LST QUEUED_EVENT,parent_exact,
binding,LST PLMN_LIST,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.Enable,ENABLE,RW,LST PLMNLIST,parent_exact,
binding,MOD PLMN_LIST,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.Enable,ENABLE,RW,MOD PLMNLIST,parent_exact,
binding,LST PLMN_LIST,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.IsPrimary,IS_PRIMARY,RW,LST PLMNLIST,parent_exact,
binding,MOD PLMN_LIST,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.IsPrimary,IS_PRIMARY,RW,MOD PLMNLIST,parent_exact,
binding,LST LTE_EPC,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedCipheringAlgorithmList,ALLOWED_CIPHERING_ALGORITHM_LIST,RW,LST LTE_EPC,parent_exact,
binding,MOD LTE_EPC,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedCipheringAlgorithmList,ALLOWED_CIPHERING_ALGORITHM_LIST,RW,MOD LTE_EPC,parent_exact,
binding,LST LTE_EPC,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedIntegrityProtectionAlgorithmList,ALLOWED_INTEGRITY_PROTECTION_ALGORITHM_LIST,RW,LST LTE_EPC,parent_exact,
binding,MOD LTE_EPC,Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedIntegrityProtectionAlgorithmList,ALLOWED_INTEGRITY_PROTECTION_ALGORITHM_LIST,RW,MOD LTE_EPC,parent_exact,
binding,LST FAP_SERVICE,Device.Services.FAPService.{i}.AmfsStatus,AMFS_STATUS,RO,LST FAPSERVICE,normalized_exact,
binding,LST FAP_SERVICE,Device.Services.FAPService.{i}.EnableX2,ENABLE_X2,RW,LST FAPSERVICE,normalized_exact,
binding,MOD FAP_SERVICE,Device.Services.FAPService.{i}.EnableX2,ENABLE_X2,RW,MOD FAPSERVICE,normalized_exact,
binding,LST FAP_SERVICE_CAPABILITIES,Device.Services.FAPService.{i}.Capabilities.MaxTxPower,MAX_TX_POWER,RO,LST FAPSERVICE_CAPABILITIES,normalized_exact,
binding,LST INTER_RAT_CELL_GSM,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.Enable,ENABLE,RW,LST INTER_RATCELL_GSM,parent_exact,
binding,MOD INTER_RAT_CELL_GSM,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.Enable,ENABLE,RW,MOD INTER_RATCELL_GSM,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.Enable,ENABLE,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.Enable,ENABLE,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.NeighCellAddReason,NEIGH_CELL_ADD_REASON,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.NeighCellAddReason,NEIGH_CELL_ADD_REASON,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.NeighCellTypeContainer,NEIGH_CELL_TYPE_CONTAINER,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.NeighCellTypeContainer,NEIGH_CELL_TYPE_CONTAINER,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2Flag,X2FLAG,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2Flag,X2FLAG,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2IP,X2IP,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2IP,X2IP,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2Status,X2STATUS,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X2Status,X2STATUS,RW,MOD LTECELL,parent_exact,
binding,LST LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X_COM_TAC,X_COM_TAC,RW,LST LTECELL,parent_exact,
binding,MOD LTE_CELL,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.X_COM_TAC,X_COM_TAC,RW,MOD LTECELL,parent_exact,
binding,LST CARRIER,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.Enable,ENABLE,RW,LST CARRIER,parent_exact,
binding,MOD CARRIER,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.Enable,ENABLE,RW,MOD CARRIER,parent_exact,
binding,LST CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1ThresholdRSRP,A1THRESHOLD_RSRP,RW,LST CONN_MODE_EUTRA,exact_code,
binding,MOD CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1ThresholdRSRP,A1THRESHOLD_RSRP,RW,MOD CONN_MODE_EUTRA,exact_code,
binding,LST CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2ThresholdRSRP,A2THRESHOLD_RSRP,RW,LST CONN_MODE_EUTRA,exact_code,
binding,MOD CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2ThresholdRSRP,A2THRESHOLD_RSRP,RW,MOD CONN_MODE_EUTRA,exact_code,
binding,LST CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.Hysteresis,HYSTERESIS,RW,LST CONN_MODE_EUTRA,exact_code,
