record_type,command_code,standard_path,base_mml_code,access_type,source_candidate,resolve_method,skipped_reason
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_IPMODE,WAN_CONFIG12_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_IPMODE,WAN_CONFIG12_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_NETMASK,WAN_CONFIG12_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_NETMASK,WAN_CONFIG12_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_OPTION60,WAN_CONFIG12_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_OPTION60,WAN_CONFIG12_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_GW,WAN_CONFIG12_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_GW,WAN_CONFIG12_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_IPADDR,WAN_CONFIG12_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_IPADDR,WAN_CONFIG12_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_PREFIX,WAN_CONFIG12_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_V6_PREFIX,WAN_CONFIG12_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_VLAN,WAN_CONFIG12_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG12_VLAN,WAN_CONFIG12_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_CONNECT_TYPE,WAN_CONFIG1_CONNECT_TYPE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_CONNECT_TYPE,WAN_CONFIG1_CONNECT_TYPE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_DEFAULTGW,WAN_CONFIG1_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_DEFAULTGW,WAN_CONFIG1_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_IPADDR,WAN_CONFIG1_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_IPADDR,WAN_CONFIG1_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_IPMODE,WAN_CONFIG1_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_IPMODE,WAN_CONFIG1_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_NETMASK,WAN_CONFIG1_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_NETMASK,WAN_CONFIG1_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_OPTION60,WAN_CONFIG1_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_OPTION60,WAN_CONFIG1_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_GW,WAN_CONFIG1_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_GW,WAN_CONFIG1_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_IPADDR,WAN_CONFIG1_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_IPADDR,WAN_CONFIG1_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_PREFIX,WAN_CONFIG1_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_V6_PREFIX,WAN_CONFIG1_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_VLAN,WAN_CONFIG1_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG1_VLAN,WAN_CONFIG1_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_DEFAULTGW,WAN_CONFIG2_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_DEFAULTGW,WAN_CONFIG2_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_ENABLE,WAN_CONFIG2_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_ENABLE,WAN_CONFIG2_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_IPADDR,WAN_CONFIG2_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_IPADDR,WAN_CONFIG2_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_IPMODE,WAN_CONFIG2_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_IPMODE,WAN_CONFIG2_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_NETMASK,WAN_CONFIG2_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_NETMASK,WAN_CONFIG2_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_OPTION60,WAN_CONFIG2_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_OPTION60,WAN_CONFIG2_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_GW,WAN_CONFIG2_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_GW,WAN_CONFIG2_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_IPADDR,WAN_CONFIG2_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_IPADDR,WAN_CONFIG2_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_PREFIX,WAN_CONFIG2_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_V6_PREFIX,WAN_CONFIG2_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_VLAN,WAN_CONFIG2_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG2_VLAN,WAN_CONFIG2_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_DEFAULTGW,WAN_CONFIG3_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_DEFAULTGW,WAN_CONFIG3_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_ENABLE,WAN_CONFIG3_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_ENABLE,WAN_CONFIG3_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_IPADDR,WAN_CONFIG3_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_IPADDR,WAN_CONFIG3_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_IPMODE,WAN_CONFIG3_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_IPMODE,WAN_CONFIG3_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_NETMASK,WAN_CONFIG3_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_NETMASK,WAN_CONFIG3_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_OPTION60,WAN_CONFIG3_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_OPTION60,WAN_CONFIG3_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_GW,WAN_CONFIG3_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_GW,WAN_CONFIG3_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_IPADDR,WAN_CONFIG3_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_IPADDR,WAN_CONFIG3_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_PREFIX,WAN_CONFIG3_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_V6_PREFIX,WAN_CONFIG3_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_VLAN,WAN_CONFIG3_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG3_VLAN,WAN_CONFIG3_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_DEFAULTGW,WAN_CONFIG4_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_DEFAULTGW,WAN_CONFIG4_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_ENABLE,WAN_CONFIG4_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_ENABLE,WAN_CONFIG4_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_IPADDR,WAN_CONFIG4_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_IPADDR,WAN_CONFIG4_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_IPMODE,WAN_CONFIG4_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_IPMODE,WAN_CONFIG4_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_NETMASK,WAN_CONFIG4_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_NETMASK,WAN_CONFIG4_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_OPTION60,WAN_CONFIG4_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_OPTION60,WAN_CONFIG4_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_GW,WAN_CONFIG4_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_GW,WAN_CONFIG4_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_IPADDR,WAN_CONFIG4_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_IPADDR,WAN_CONFIG4_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_PREFIX,WAN_CONFIG4_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_V6_PREFIX,WAN_CONFIG4_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_VLAN,WAN_CONFIG4_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG4_VLAN,WAN_CONFIG4_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_DEFAULTGW,WAN_CONFIG5_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_DEFAULTGW,WAN_CONFIG5_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_ENABLE,WAN_CONFIG5_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_ENABLE,WAN_CONFIG5_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_IPADDR,WAN_CONFIG5_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_IPADDR,WAN_CONFIG5_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_IPMODE,WAN_CONFIG5_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_IPMODE,WAN_CONFIG5_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_NETMASK,WAN_CONFIG5_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_NETMASK,WAN_CONFIG5_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_OPTION60,WAN_CONFIG5_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_OPTION60,WAN_CONFIG5_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_GW,WAN_CONFIG5_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_GW,WAN_CONFIG5_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_IPADDR,WAN_CONFIG5_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_IPADDR,WAN_CONFIG5_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_PREFIX,WAN_CONFIG5_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_V6_PREFIX,WAN_CONFIG5_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_VLAN,WAN_CONFIG5_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG5_VLAN,WAN_CONFIG5_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_DEFAULTGW,WAN_CONFIG6_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_DEFAULTGW,WAN_CONFIG6_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_ENABLE,WAN_CONFIG6_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_ENABLE,WAN_CONFIG6_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_IPADDR,WAN_CONFIG6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_IPADDR,WAN_CONFIG6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_IPMODE,WAN_CONFIG6_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_IPMODE,WAN_CONFIG6_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_NETMASK,WAN_CONFIG6_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_NETMASK,WAN_CONFIG6_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_OPTION60,WAN_CONFIG6_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_OPTION60,WAN_CONFIG6_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_GW,WAN_CONFIG6_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_GW,WAN_CONFIG6_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_IPADDR,WAN_CONFIG6_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_IPADDR,WAN_CONFIG6_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_PREFIX,WAN_CONFIG6_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_V6_PREFIX,WAN_CONFIG6_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_VLAN,WAN_CONFIG6_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG6_VLAN,WAN_CONFIG6_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_DEFAULTGW,WAN_CONFIG7_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_DEFAULTGW,WAN_CONFIG7_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_ENABLE,WAN_CONFIG7_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_ENABLE,WAN_CONFIG7_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_IPADDR,WAN_CONFIG7_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_IPADDR,WAN_CONFIG7_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_IPMODE,WAN_CONFIG7_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_IPMODE,WAN_CONFIG7_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_NETMASK,WAN_CONFIG7_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_NETMASK,WAN_CONFIG7_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_OPTION60,WAN_CONFIG7_OPTION60,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_OPTION60,WAN_CONFIG7_OPTION60,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_GW,WAN_CONFIG7_V6_GW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_GW,WAN_CONFIG7_V6_GW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_IPADDR,WAN_CONFIG7_V6_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_IPADDR,WAN_CONFIG7_V6_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_PREFIX,WAN_CONFIG7_V6_PREFIX,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_V6_PREFIX,WAN_CONFIG7_V6_PREFIX,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_VLAN,WAN_CONFIG7_VLAN,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG7_VLAN,WAN_CONFIG7_VLAN,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_DEFAULTGW,WAN_CONFIG8_DEFAULTGW,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_DEFAULTGW,WAN_CONFIG8_DEFAULTGW,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_ENABLE,WAN_CONFIG8_ENABLE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_ENABLE,WAN_CONFIG8_ENABLE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_IPADDR,WAN_CONFIG8_IPADDR,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_IPADDR,WAN_CONFIG8_IPADDR,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_IPMODE,WAN_CONFIG8_IPMODE,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_IPMODE,WAN_CONFIG8_IPMODE,RW,MOD DEVICE_INFO,parent_exact,
binding,LST DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_NETMASK,WAN_CONFIG8_NETMASK,RW,LST DEVICE_INFO,parent_exact,
binding,MOD DEVICE_INFO,Device.DeviceInfo.WAN_CONFIG8_NETMASK,WAN_CONFIG8_NETMASK,RW,MOD DEVICE_INFO,parent_exact,
